date|lengthThreshold|languages
1330560000000|97|uz
1330560000000|97|uz;tk
1330560000000|97|uz;tk
1330560000000|240|ar
1330560000000|240|tk
1330560000000|240|tk
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz
1330560000000|240|uz;tk
1330560000000|240|uz;tk
1331164800000|20|ar
1331164800000|20|tk
1331164800000|20|tk
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz
1331164800000|20|uz;tk
1331164800000|20|uz;tk
1331164800000|40|ar
1331164800000|40|tk
1331164800000|40|tk
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz
1331164800000|40|uz;tk
1331164800000|40|uz;tk
1331164800000|113|ar
1331164800000|113|tk
1331164800000|113|tk
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz
1331164800000|113|uz;tk
1331164800000|113|uz;tk
1331164800000|97|ar
1331164800000|97|tk
1331164800000|97|tk
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz
1331164800000|97|uz;tk
1331164800000|97|uz;tk
1331164800000|240|ar
1331164800000|240|tk
1331164800000|240|tk
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz
1331164800000|240|uz;tk
1331164800000|240|uz;tk
1331769600000|20|ar
1331769600000|20|tk
1331769600000|20|tk
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz
1331769600000|20|uz;tk
1331769600000|20|uz;tk
1331769600000|40|ar
1331769600000|40|tk
1331769600000|40|tk
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz
1331769600000|40|uz;tk
1331769600000|40|uz;tk
1331769600000|113|ar
1331769600000|113|tk
1331769600000|113|tk
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz
1331769600000|113|uz;tk
1331769600000|113|uz;tk
1331769600000|97|ar
1331769600000|97|tk
1331769600000|97|tk
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz
1331769600000|97|uz;tk
1331769600000|97|uz;tk
1331769600000|240|ar
1331769600000|240|tk
1331769600000|240|tk
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz
1331769600000|240|uz;tk
1331769600000|240|uz;tk
1332374400000|20|ar
1332374400000|20|tk
1332374400000|20|tk
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz
1332374400000|20|uz;tk
1332374400000|20|uz;tk
1332374400000|40|ar
1332374400000|40|tk
1332374400000|40|tk
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz
1332374400000|40|uz;tk
1332374400000|40|uz;tk
1332374400000|113|ar
1332374400000|113|tk
1332374400000|113|tk
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz
1332374400000|113|uz;tk
1332374400000|113|uz;tk
1332374400000|97|ar
1332374400000|97|tk
1332374400000|97|tk
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz
1332374400000|97|uz;tk
1332374400000|97|uz;tk
1332374400000|240|ar
1332374400000|240|tk
1332374400000|240|tk
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz
1332374400000|240|uz;tk
1332374400000|240|uz;tk
1333238400000|20|ar
1333238400000|20|tk
1333238400000|20|tk
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz
1333238400000|20|uz;tk
1333238400000|20|uz;tk
1333238400000|40|ar
1333238400000|40|tk
1333238400000|40|tk
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz
1333238400000|40|uz;tk
1333238400000|40|uz;tk
1333238400000|113|ar
1333238400000|113|tk
1333238400000|113|tk
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz
1333238400000|113|uz;tk
1333238400000|113|uz;tk
1333238400000|97|ar
1333238400000|97|tk
1333238400000|97|tk
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz
1333238400000|97|uz;tk
1333238400000|97|uz;tk
1333238400000|240|ar
1333238400000|240|tk
1333238400000|240|tk
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz
1333238400000|240|uz;tk
1333238400000|240|uz;tk
1333843200000|20|ar
1333843200000|20|tk
1333843200000|20|tk
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz
1333843200000|20|uz;tk
1333843200000|20|uz;tk
1333843200000|40|ar
1333843200000|40|tk
1333843200000|40|tk
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz
1333843200000|40|uz;tk
1333843200000|40|uz;tk
1333843200000|113|ar
1333843200000|113|tk
1333843200000|113|tk
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz
1333843200000|113|uz;tk
1333843200000|113|uz;tk
1333843200000|97|ar
1333843200000|97|tk
1333843200000|97|tk
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz
1333843200000|97|uz;tk
1333843200000|97|uz;tk
1333843200000|240|ar
1333843200000|240|tk
1333843200000|240|tk
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz
1333843200000|240|uz;tk
1333843200000|240|uz;tk
1334448000000|20|ar
1334448000000|20|tk
1334448000000|20|tk
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz
1334448000000|20|uz;tk
1334448000000|20|uz;tk
1334448000000|40|ar
1334448000000|40|tk
1334448000000|40|tk
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz
1334448000000|40|uz;tk
1334448000000|40|uz;tk
1334448000000|113|ar
1334448000000|113|tk
1334448000000|113|tk
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz
1334448000000|113|uz;tk
1334448000000|113|uz;tk
1334448000000|97|ar
1334448000000|97|tk
1334448000000|97|tk
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz
1334448000000|97|uz;tk
1334448000000|97|uz;tk
1334448000000|240|ar
1334448000000|240|tk
1334448000000|240|tk
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz
1334448000000|240|uz;tk
1334448000000|240|uz;tk
